160	253	222
161	253	222
162	253	222
163	252	222
160	160	128
161	182	222
160	160	128
162	182	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
197	248	222
199	249	222
200	249	222
201	248	222
202	249	222
203	248	222
205	248	222
206	248	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
213	247	222
214	247	222
216	247	222
217	247	222
218	246	222
219	246	222
221	246	222
222	246	222
223	246	222
225	246	222
226	246	222
228	246	222
229	245	222
231	245	222
232	245	222
234	245	222
234	243	222
234	241	222
233	239	222
233	237	222
233	235	222
232	233	222
232	231	222
232	229	222
232	227	222
232	226	222
232	224	222
231	222	222
231	221	222
231	220	222
231	218	222
160	160	128
231	216	222
231	214	222
231	213	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
180	168	222
180	168	222
180	167	222
180	167	222
180	167	222
180	167	222
181	166	222
181	166	222
181	166	222
181	166	222
181	166	222
160	160	128
181	165	222
160	160	128
181	165	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
208	161	222
207	161	222
208	160	222
208	160	222
209	159	222
209	159	222
209	158	222
210	158	222
210	157	222
209	157	222
208	156	222
208	155	222
207	155	222
207	155	222
207	154	222
207	153	222
206	153	222
206	152	222
197	153	222
191	154	222
191	153	222
190	153	222
190	153	222
190	152	222
190	152	222
190	152	222
190	151	222
190	151	222
193	150	222
193	149	222
193	149	222
193	149	222
193	148	222
193	148	222
193	147	222
193	147	222
193	146	222
194	146	222
193	146	222
193	145	222
194	145	222
195	144	222
196	143	222
196	142	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
181	147	222
181	147	222
180	147	222
180	147	222
180	146	222
180	146	222
180	146	222
179	146	222
180	145	222
179	145	222
160	160	128
179	145	222
160	160	128
179	145	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
192	130	222
191	130	222
190	131	222
190	131	222
189	130	222
189	130	222
189	130	222
188	129	222
188	129	222
188	128	222
182	134	222
181	134	222
181	134	222
180	134	222
180	134	222
180	134	222
180	133	222
179	133	222
160	160	128
179	133	222
160	160	128
186	121	222
160	160	128
160	160	128
160	160	128
216	72	222
215	71	222
216	68	222
215	67	222
215	65	222
215	62	222
189	105	222
177	126	222
176	127	222
176	127	222
175	127	222
175	126	222
175	126	222
160	160	128
160	160	128
181	108	222
181	108	222
179	109	222
178	111	222
178	110	222
177	110	222
177	110	222
176	110	222
175	110	222
175	110	222
174	110	222
174	110	222
173	109	222
173	109	222
172	108	222
172	107	222
171	107	222
171	107	222
170	106	222
160	160	128
160	160	128
160	160	128
160	160	128
162	145	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
158	114	222
158	114	222
160	160	128
160	160	128
160	160	128
160	160	128
154	102	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
150	115	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
149	127	222
149	128	222
160	160	128
148	129	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
144	126	222
144	126	222
143	126	222
143	126	222
143	126	222
142	126	222
142	126	222
141	126	222
141	126	222
140	127	222
140	127	222
139	127	222
139	127	222
138	127	222
138	127	222
138	127	222
137	127	222
137	127	222
136	127	222
136	127	222
135	127	222
135	128	222
134	128	222
134	128	222
160	160	128
160	160	128
127	122	222
127	122	222
127	123	222
127	124	222
126	124	222
126	125	222
126	125	222
125	126	222
160	160	128
160	160	128
160	160	128
134	136	222
134	137	222
134	138	222
134	138	222
134	139	222
134	139	222
134	139	222
133	140	222
160	160	128
133	140	222
160	160	128
133	142	222
160	160	128
134	142	222
160	160	128
160	160	128
132	143	222
160	160	128
132	143	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
94	136	222
93	136	222
93	137	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
79	143	222
79	144	222
79	145	222
80	146	222
79	147	222
80	147	222
80	148	222
80	149	222
80	150	222
80	151	222
80	152	222
80	153	222
80	154	222
80	155	222
80	156	222
81	157	222
81	157	222
81	158	222
81	159	222
81	160	222
81	161	222
81	162	222
81	163	222
81	164	222
91	164	222
90	165	222
90	166	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
93	170	222
160	160	128
83	174	222
83	175	222
83	176	222
83	177	222
83	177	222
83	178	222
83	179	222
83	180	222
83	181	222
83	182	222
83	183	222
84	184	222
84	184	222
84	185	222
84	186	222
84	187	222
84	188	222
84	189	222
84	190	222
84	191	222
84	192	222
84	193	222
85	194	222
85	195	222
85	196	222
85	197	222
85	198	222
85	199	222
85	200	222
85	201	222
85	202	222
85	203	222
85	204	222
86	205	222
86	206	222
86	207	222
86	208	222
86	209	222
86	210	222
86	212	222
86	213	222
86	214	222
87	215	222
87	216	222
87	217	222
87	219	222
87	220	222
87	221	222
